job title,languages,age,location,salary,salary_category,genders
Software Development,JavaScript,34,Dinagat Islands,50046,Mid Level,Male
Technology Sales,HTML/CSS,30,Palawan,22036,Junior,Male
Computer Support,JavaScript,30,Samar,33434,Junior,Female
Software Development,Ruby,30,Antique,78237,Senior,Female
Database Administration,Swift,46,Maguindanao del Norte,66467,Mid Level,Male
Technology Sales,Swift,30,Quezon,35371,Junior,Female
IT Sales Executive,Java,31,Isabela,37837,Junior,Male
Computer Support,Python,30,Iloilo,27808,Junior,Male
Information Security,SQL,57,Samar,97140,Senior,Female
Computer Support,Python,30,Zamboanga del Norte,22474,Junior,Male
Information Security,JavaScript,47,Misamis Occidental,111549,Executive,Female
Computer Support,Ruby,30,Zambales,31599,Junior,Nonbinary
Computer Support,JavaScript,30,Ilocos Norte,30326,Junior,Male
Computer Support,PHP,30,Surigao del Sur,36066,Junior,Female
Network Engineering,Java,35,Surigao del Sur,81899,Senior,Male
Software Development,Python,34,Zamboanga del Norte,83305,Senior,Female
Network Engineering,SQL,37,Ilocos Sur,55602,Mid Level,Female
Web Designer,JavaScript,18,Dinagat Islands,37885,Junior,Female
Technology Sales,Python,30,Davao Occidental,47789,Mid Level,Male
Web Development,Python,30,Camarines Sur,40332,Mid Level,Male
Cloud Engineering,Java,44,Basilan,84950,Senior,Female
IT Analysis,Java,40,Camarines Sur,37319,Junior,Female
Web Designer,Java,20,Negros Oriental,21729,Junior,Male
Computer Support,Java,30,Tarlac,35235,Junior,Female
Web Designer,JavaScript,23,Zamboanga Sibugay,48940,Mid Level,Male
Computer Support,JavaScript,30,Bohol,26456,Junior,Female
Helpdesk Manager,SQL,64,Camarines Norte,67458,Mid Level,Nonbinary
Database Administration,C++,59,Batanes,78561,Senior,Male
Web Designer,JavaScript,22,Bohol,40595,Mid Level,Male
Computer Support,JavaScript,30,Bataan,30364,Junior,Male
Database Administration,Ruby,51,Zamboanga del Sur,56646,Mid Level,Female
Web Designer,Ruby,18,Davao Occidental,24283,Junior,Male
Database Administration,Python,49,Maguindanao del Norte,46370,Mid Level,Female
Network Engineering,C++,38,Negros Oriental,78694,Senior,Male
Software Development,Ruby,30,Oriental Mindoro,56869,Mid Level,Male
Information Security,Ruby,62,Negros Oriental,119462,Executive,Male
Network Engineering,JavaScript,37,Camarines Norte,71050,Senior,Male
Network Engineering,HTML/CSS,35,Aklan,37725,Junior,Nonbinary
IT Sales Executive,R,26,Sorsogon,53816,Mid Level,Male
Computer Support,JavaScript,30,Tarlac,19741,Entry Level,Female
Web Development,Swift,30,Maguindanao del Norte,36767,Junior,Male
IT Sales Executive,Ruby,26,Isabela,45968,Mid Level,Male
Helpdesk Manager,JavaScript,46,Sultan Kudarat,67889,Mid Level,Female
Information Security,HTML/CSS,57,Kalinga,56382,Mid Level,Nonbinary
Network Engineering,Ruby,40,Biliran,57286,Mid Level,Male
Web Development,Swift,30,Iloilo,32682,Junior,Nonbinary
IT Analysis,HTML/CSS,39,Batangas,66532,Mid Level,Male
Information Security,Ruby,47,Surigao del Norte,78645,Senior,Male
Web Development,C++,30,Rizal,46263,Mid Level,Nonbinary
Network Engineering,Python,39,Bulacan,54828,Mid Level,Female
Computer Support,JavaScript,30,Davao Oriental,29999,Junior,Female
Web Designer,JavaScript,22,Bulacan,43059,Mid Level,Nonbinary
Web Designer,Ruby,22,Surigao del Sur,40183,Mid Level,Female
Software Development,PHP,27,Davao del Sur,54638,Mid Level,Male
Database Administration,JavaScript,47,Quirino,56037,Mid Level,Nonbinary
Web Development,R,30,Tawi-Tawi,52335,Mid Level,Nonbinary
Software Development,C++,28,Ifugao,94231,Senior,Male
Software Development,JavaScript,31,Batanes,95149,Senior,Male
IT Analysis,HTML/CSS,36,Albay,50523,Mid Level,Male
IT Sales Executive,R,34,Negros Oriental,33164,Junior,Female
Cloud Engineering,Ruby,38,Zamboanga Sibugay,81780,Senior,Male
IT Sales Executive,Java,28,Laguna,54106,Mid Level,Male
Software Development,JavaScript,25,Catanduanes,42828,Mid Level,Male
Network Engineering,C++,44,Zamboanga del Norte,53891,Mid Level,Female
Technology Sales,Python,30,Nueva Vizcaya,50805,Mid Level,Nonbinary
IT Sales Executive,Ruby,32,Sorsogon,55898,Mid Level,Male
Cloud Engineering,Ruby,35,Ifugao,96003,Senior,Male
Computer Support,JavaScript,30,Maguindanao del Norte,27391,Junior,Male
Computer Support,PHP,30,Negros Occidental,20954,Junior,Male
Technology Sales,Java,30,Samar,45068,Mid Level,Male
Software Development,JavaScript,32,Misamis Oriental,93654,Senior,Male
Web Designer,R,24,Palawan,28966,Junior,Male
IT Analysis,Java,43,Samar,57826,Mid Level,Male
Network Engineering,Ruby,42,Guimaras,37833,Junior,Nonbinary
Technology Sales,Java,30,Davao de Oro,50444,Mid Level,Male
Web Designer,Ruby,22,Antique,46556,Mid Level,Male
Cloud Engineering,Swift,42,Misamis Occidental,63640,Mid Level,Male
Cloud Engineering,JavaScript,44,Quezon,46971,Mid Level,Female
Information Security,HTML/CSS,56,Mountain Province,88596,Senior,Male
Technology Sales,Java,30,Camarines Sur,48707,Mid Level,Nonbinary
Web Development,Ruby,30,Davao de Oro,43198,Mid Level,Male
Computer Support,JavaScript,30,Northern Samar,29237,Junior,Female
Cloud Engineering,JavaScript,37,Davao Oriental,73324,Senior,Female
Software Development,JavaScript,34,Antique,46183,Mid Level,Male
Web Designer,JavaScript,24,Pampanga,38659,Junior,Male
Web Designer,JavaScript,21,Apayao,32813,Junior,Male
Database Administration,Ruby,64,Quezon,73841,Senior,Male
Software Development,Ruby,29,Sarangani,62803,Mid Level,Female
IT Sales Executive,JavaScript,33,Sarangani,35445,Junior,Male
Cloud Engineering,Ruby,41,Nueva Ecija,53780,Mid Level,Male
IT Analysis,Python,38,Maguindanao del Sur,62943,Mid Level,Male
Information Security,Python,58,Sorsogon,117077,Executive,Male
Computer Support,Python,30,Davao de Oro,30719,Junior,Female
IT Sales Executive,PHP,31,Davao del Sur,66796,Mid Level,Male
Network Engineering,JavaScript,44,Davao Occidental,33710,Junior,Female
IT Analysis,JavaScript,43,Basilan,66808,Mid Level,Male
Software Development,JavaScript,28,Rizal,73761,Senior,Nonbinary
Network Engineering,Swift,44,Laguna,75891,Senior,Male
Web Development,R,30,Zambales,44044,Mid Level,Nonbinary
Computer Support,SQL,30,Maguindanao del Norte,32391,Junior,Male
Software Development,SQL,27,Rizal,40829,Mid Level,Male
Database Administration,Swift,61,Zamboanga del Norte,64588,Mid Level,Female
Software Development,Java,33,Pampanga,53580,Mid Level,Male
Database Administration,R,57,Lanao del Norte,54572,Mid Level,Nonbinary
Cloud Engineering,Python,35,Cagayan,110690,Executive,Male
Database Administration,Java,46,Negros Occidental,58905,Mid Level,Male
Database Administration,C++,57,Basilan,81431,Senior,Female
Helpdesk Manager,Ruby,53,Laguna,73143,Senior,Male
Technology Sales,SQL,30,Cagayan,26329,Junior,Male
Computer Support,SQL,30,Agusan del Norte,23306,Junior,Male
Computer Support,Java,30,Cebu,29496,Junior,Female
Software Development,Java,31,Bukidnon,84185,Senior,Male
Network Engineering,HTML/CSS,37,Agusan del Norte,54769,Mid Level,Female
Software Development,JavaScript,31,Zamboanga Sibugay,60687,Mid Level,Nonbinary
IT Analysis,Java,40,Agusan del Norte,39583,Junior,Male
Computer Support,R,30,Antique,36677,Junior,Male
Computer Support,JavaScript,30,Zamboanga del Sur,27150,Junior,Nonbinary
Web Development,Java,30,Maguindanao del Sur,50592,Mid Level,Male
Network Engineering,JavaScript,36,Laguna,44122,Mid Level,Female
Technology Sales,JavaScript,30,Siquijor,44985,Mid Level,Male
Technology Sales,Python,30,Camarines Sur,37937,Junior,Female
IT Sales Executive,Java,27,Apayao,51145,Mid Level,Nonbinary
Web Development,C++,30,Sarangani,38606,Junior,Male
Information Security,SQL,55,Iloilo,77737,Senior,Male
Software Development,JavaScript,34,Aklan,43690,Mid Level,Male
Technology Sales,HTML/CSS,30,La Union,29082,Junior,Female
Network Engineering,HTML/CSS,44,La Union,47718,Mid Level,Nonbinary
Cloud Engineering,JavaScript,39,Camarines Sur,110692,Executive,Female
IT Sales Executive,JavaScript,34,Dinagat Islands,59118,Mid Level,Male
Computer Support,JavaScript,30,Bataan,35519,Junior,Male
IT Sales Executive,Java,28,Sarangani,58626,Mid Level,Female
Information Security,SQL,62,Agusan del Sur,90062,Senior,Male
Web Development,Java,30,Cotabato,33606,Junior,Female
Information Security,JavaScript,48,Cotabato,79901,Senior,Male
Web Designer,Swift,21,Siquijor,35458,Junior,Female
Information Security,HTML/CSS,49,Leyte,127833,Executive,Male
Web Development,SQL,30,Surigao del Sur,35729,Junior,Male
Network Engineering,Java,39,Guimaras,41643,Mid Level,Male
IT Analysis,JavaScript,44,Agusan del Norte,41446,Mid Level,Male
Computer Support,Python,30,Davao de Oro,20487,Junior,Male
Computer Support,SQL,30,Maguindanao del Norte,24402,Junior,Male
Computer Support,HTML/CSS,30,Negros Occidental,32890,Junior,Nonbinary
IT Analysis,Ruby,37,La Union,56870,Mid Level,Male
Computer Support,JavaScript,30,Maguindanao del Norte,26453,Junior,Male
Network Engineering,C++,42,Oriental Mindoro,33382,Junior,Male
IT Analysis,JavaScript,40,Pangasinan,47570,Mid Level,Male
Web Development,JavaScript,30,Isabela,36513,Junior,Male
Helpdesk Manager,SQL,46,Ilocos Sur,66094,Mid Level,Male
Information Security,HTML/CSS,62,Sulu,80259,Senior,Male
Network Engineering,JavaScript,43,Davao Oriental,62871,Mid Level,Male
IT Analysis,JavaScript,41,Davao del Norte,38512,Junior,Female
IT Analysis,JavaScript,44,Nueva Vizcaya,43384,Mid Level,Male
Computer Support,JavaScript,30,Maguindanao del Norte,23512,Junior,Male
IT Analysis,Swift,43,Quezon,44323,Mid Level,Male
Web Development,Java,30,Surigao del Sur,28030,Junior,Nonbinary
IT Analysis,JavaScript,40,Kalinga,43202,Mid Level,Female
Computer Support,HTML/CSS,30,Sorsogon,23312,Junior,Female
Computer Support,Java,30,Pangasinan,19569,Entry Level,Nonbinary
Information Security,Java,59,Albay,93582,Senior,Male
IT Analysis,JavaScript,39,Northern Samar,69899,Mid Level,Male
Web Development,Java,30,Lanao del Norte,49848,Mid Level,Male
Information Security,JavaScript,56,Bohol,87678,Senior,Female
Software Development,JavaScript,25,Bulacan,97295,Senior,Male
Computer Support,Python,30,Dinagat Islands,29136,Junior,Male
Software Development,C++,30,Pangasinan,39003,Junior,Nonbinary
Network Engineering,Python,40,Ifugao,46529,Mid Level,Male
Computer Support,JavaScript,30,Ilocos Norte,23288,Junior,Nonbinary
Helpdesk Manager,JavaScript,63,Pampanga,53151,Mid Level,Female
IT Sales Executive,Swift,27,Camarines Sur,35213,Junior,Male
Computer Support,Java,30,South Cotabato,31408,Junior,Female
Web Development,JavaScript,30,Southern Leyte,41593,Mid Level,Nonbinary
Software Development,Java,27,Catanduanes,47687,Mid Level,Male
Software Development,Java,27,Aklan,58532,Mid Level,Male
IT Analysis,HTML/CSS,41,Agusan del Sur,42254,Mid Level,Male
IT Analysis,Python,44,Tarlac,60915,Mid Level,Female
Technology Sales,SQL,30,Pampanga,52395,Mid Level,Male
Information Security,Java,62,Misamis Occidental,73180,Senior,Male
Network Engineering,SQL,44,Kalinga,46500,Mid Level,Nonbinary
Web Development,JavaScript,30,Leyte,35653,Junior,Nonbinary
Information Security,C++,57,Sarangani,108775,Executive,Female
Software Development,SQL,34,Mountain Province,43388,Mid Level,Male
Computer Support,PHP,30,Camarines Norte,34399,Junior,Male
Web Development,Python,30,Kalinga,48023,Mid Level,Male
Software Development,JavaScript,26,Isabela,81122,Senior,Male
Helpdesk Manager,Swift,47,Pangasinan,57155,Mid Level,Male
Information Security,Java,47,Capiz,94957,Senior,Female
Database Administration,Python,56,Romblon,60078,Mid Level,Male
Computer Support,Java,30,Antique,35498,Junior,Male
Technology Sales,JavaScript,30,Isabela,45249,Mid Level,Nonbinary
Database Administration,SQL,64,Southern Leyte,63481,Mid Level,Nonbinary
IT Analysis,HTML/CSS,41,Oriental Mindoro,48801,Mid Level,Male
Web Development,Swift,30,Mountain Province,32535,Junior,Nonbinary
Technology Sales,Java,30,Camarines Norte,44932,Mid Level,Male
Computer Support,JavaScript,30,Surigao del Norte,24995,Junior,Male
Web Development,Java,30,Agusan del Sur,30379,Junior,Nonbinary
IT Analysis,Python,43,Leyte,64609,Mid Level,Nonbinary
Web Development,HTML/CSS,30,Siquijor,26132,Junior,Female
Computer Support,HTML/CSS,30,Quezon,32654,Junior,Male
Helpdesk Manager,SQL,52,Zamboanga Sibugay,63842,Mid Level,Female
Network Engineering,JavaScript,43,Occidental Mindoro,72682,Senior,Male
Software Development,Java,29,Romblon,54755,Mid Level,Male
Software Development,Python,29,Palawan,42352,Mid Level,Male
Information Security,Python,63,Basilan,121092,Executive,Male
Computer Support,HTML/CSS,30,Misamis Occidental,36082,Junior,Nonbinary
Database Administration,C++,60,Misamis Oriental,48706,Mid Level,Nonbinary
Network Engineering,Java,42,Dinagat Islands,55910,Mid Level,Female
Software Development,JavaScript,29,Lanao del Norte,40276,Mid Level,Male
Technology Sales,Python,30,Pangasinan,22704,Junior,Female
Computer Support,Swift,30,Albay,27484,Junior,Male
Web Development,Ruby,30,Zamboanga del Norte,39606,Junior,Male
Web Development,JavaScript,30,Misamis Oriental,43643,Mid Level,Male
Network Engineering,HTML/CSS,38,Surigao del Sur,47803,Mid Level,Male
Network Engineering,PHP,42,Benguet,61712,Mid Level,Male
Web Development,Ruby,30,Bataan,34810,Junior,Female
Web Designer,C++,24,Davao del Norte,36900,Junior,Nonbinary
Network Engineering,Swift,40,Dinagat Islands,52280,Mid Level,Male
IT Analysis,Swift,39,Romblon,60613,Mid Level,Male
Computer Support,HTML/CSS,30,Cagayan,30129,Junior,Male
IT Analysis,Python,39,Palawan,52424,Mid Level,Male
IT Analysis,Swift,44,Sultan Kudarat,68631,Mid Level,Male
IT Analysis,SQL,36,Davao del Norte,57883,Mid Level,Male
IT Analysis,HTML/CSS,38,Kalinga,50803,Mid Level,Male
Web Development,JavaScript,30,Romblon,39594,Junior,Male
IT Analysis,Java,42,Sultan Kudarat,65789,Mid Level,Male
Helpdesk Manager,HTML/CSS,55,Lanao del Sur,53481,Mid Level,Male
Computer Support,Python,30,Cebu,33788,Junior,Male
Database Administration,JavaScript,61,Zamboanga Sibugay,63299,Mid Level,Nonbinary
Technology Sales,Java,30,Davao del Norte,36052,Junior,Female
Web Designer,R,19,Misamis Oriental,32472,Junior,Female
Computer Support,Java,30,Misamis Occidental,39191,Junior,Male
Technology Sales,SQL,30,Davao Occidental,27177,Junior,Female
Web Designer,Ruby,22,Negros Oriental,32228,Junior,Male
Cloud Engineering,JavaScript,43,Davao de Oro,43376,Mid Level,Nonbinary
Software Development,JavaScript,34,Surigao del Sur,74206,Senior,Nonbinary
Web Development,Java,30,Bulacan,46984,Mid Level,Female
IT Analysis,JavaScript,41,Leyte,48453,Mid Level,Male
Network Engineering,Swift,44,Romblon,55153,Mid Level,Female
IT Sales Executive,JavaScript,29,Capiz,35222,Junior,Female
Database Administration,Python,45,Romblon,71931,Senior,Male
Network Engineering,R,40,Masbate,75039,Senior,Nonbinary
Web Development,PHP,30,Zamboanga Sibugay,38601,Junior,Male
Software Development,Java,32,Zamboanga del Sur,66745,Mid Level,Nonbinary
IT Analysis,JavaScript,41,La Union,48164,Mid Level,Male
Web Development,JavaScript,30,Sulu,40354,Mid Level,Male
Technology Sales,JavaScript,30,Ilocos Sur,38564,Junior,Nonbinary
Information Security,PHP,46,Oriental Mindoro,91549,Senior,Male
IT Analysis,C++,39,Benguet,53973,Mid Level,Male
Computer Support,Java,30,Maguindanao del Sur,20414,Junior,Male
Network Engineering,C++,38,Antique,48864,Mid Level,Male
Web Development,PHP,30,Negros Oriental,38495,Junior,Male
Network Engineering,Python,43,Tawi-Tawi,63859,Mid Level,Male
IT Analysis,Java,44,Rizal,56756,Mid Level,Female
Information Security,JavaScript,61,Eastern Samar,115423,Executive,Nonbinary
Database Administration,Python,56,Dinagat Islands,53652,Mid Level,Nonbinary
Computer Support,SQL,30,Davao del Norte,20954,Junior,Female
Web Development,Ruby,30,Ilocos Norte,49909,Mid Level,Male
Computer Support,JavaScript,30,Dinagat Islands,34420,Junior,Female
Computer Support,JavaScript,30,Mountain Province,25074,Junior,Male
Web Designer,Swift,23,Cavite,44182,Mid Level,Female
Web Development,JavaScript,30,Cotabato,42297,Mid Level,Female
Software Development,Swift,27,Kalinga,43571,Mid Level,Male
Web Development,SQL,30,Sarangani,45199,Mid Level,Nonbinary
Software Development,JavaScript,33,Quezon,42777,Mid Level,Female
Software Development,C++,29,Agusan del Sur,72070,Senior,Female
Network Engineering,JavaScript,40,Misamis Occidental,74889,Senior,Female
Information Security,HTML/CSS,60,Zamboanga del Sur,115938,Executive,Nonbinary
Technology Sales,PHP,30,Benguet,36254,Junior,Female
Web Development,JavaScript,30,Zambales,42134,Mid Level,Male
IT Sales Executive,Ruby,28,Negros Oriental,58077,Mid Level,Male
Cloud Engineering,Java,40,Kalinga,56364,Mid Level,Male
Web Designer,JavaScript,22,Romblon,34919,Junior,Male
Computer Support,Java,30,La Union,27773,Junior,Male
Software Development,JavaScript,29,Isabela,96209,Senior,Male
IT Sales Executive,Python,28,Palawan,60466,Mid Level,Nonbinary
IT Analysis,JavaScript,36,Davao de Oro,61730,Mid Level,Male
Computer Support,JavaScript,30,Quirino,33132,Junior,Female
Software Development,JavaScript,30,Sultan Kudarat,74890,Senior,Male
Network Engineering,R,43,Maguindanao del Sur,68247,Mid Level,Male
Cloud Engineering,Java,35,Nueva Ecija,107633,Executive,Male
Computer Support,Java,30,Misamis Occidental,26194,Junior,Male
Software Development,HTML/CSS,31,Aklan,64962,Mid Level,Male
IT Analysis,Python,40,Surigao del Norte,41618,Mid Level,Male
IT Analysis,Python,37,Occidental Mindoro,48336,Mid Level,Nonbinary
IT Analysis,Python,35,Camiguin,56833,Mid Level,Female
Software Development,HTML/CSS,28,Benguet,57604,Mid Level,Male
Network Engineering,Java,43,Misamis Occidental,47955,Mid Level,Male
